0.4452349866,-2.0830055045,1
1.8714519145,-0.6260109534,1
-2.9726924279,0.0255449735,0
0.8612206735,-1.1701076409,1
-2.0988937452,-1.7054351465,0
-2.6994123148,-0.8627409237,0
-3.0121438553,2.8419457411,0
0.4861230201,-1.5315730607,1
0.4270657886,-1.3458205925,1
-0.2194833936,-2.2670801196,1
-0.6325350423,-2.3762543264,1
-2.3891401583,1.3693340103,0
-2.3231236514,6.3574822277,0
1.0191771662,-0.6879836037,1
1.1960452152,2.6085604246,1
-1.846500423,1.7727070149,0
-2.3147507613,-4.5967833661,0
-2.6852555342,2.7866514351,0
1.1568569422,1.8867286981,1
-2.7461450031,-0.9776370412,0
-1.9040802661,-2.5246960535,0
1.2275362979,-1.2425565732,1
-2.5382496157,-0.6639154284,0
-2.6252824132,-0.1035380432,0
-2.6838292006,-1.0183213018,0
-2.54555751,1.7775729206,0
-2.3804904966,-5.7566496443,0
-2.3562181924,1.5003856184,0
1.8664160956,-1.2419655275,1
-1.6762351156,4.2433285572,0
-0.1070394389,-2.5377344244,1
-2.495295411,4.6654056259,0
1.5706091601,-2.0264188133,1
-1.0607486956,-2.2823113339,1
2.0518819024,-0.9557837814,1
0.2730231107,-1.6529414737,1
-0.3363240606,-1.7389258255,1
4.2400717936,0.9884161048,1
-1.9858043424,-2.7016626291,1
1.1273964334,-1.8975292271,1
-2.3761481945,-1.0450951482,0
-3.0231040034,-0.3992709831,0
-2.2707158316,1.7243067271,0
-2.1597500563,-3.6062511728,0
-2.9164730876,1.3220366822,0
1.0866123176,0.2782242469,1
-2.218772475,2.9661887286,0
1.4493989012,-0.2958780822,1
2.0960747582,-0.5333454366,1
0.4357480296,-1.8914163442,1
-2.6827281663,0.5655142667,0
0.0474774421,-2.2150992363,1
1.6637604341,-1.945980879,1
-2.5203257931,-2.092932872,0
-2.4368703686,-2.4638123706,0
2.4449908602,-0.8713537528,1
3.7129073599,0.1630617477,1
-0.7931585303,-1.9176274147,1
-2.6731396056,-1.8594994066,0
-0.3362899699,-2.1886907508,1
-2.5668444257,2.3701047736,0
0.7621110109,0.0261082066,1
1.1105837601,-2.265907945,1
-0.0142501963,-2.3450813901,1
0.9360962074,-1.7469256836,1
-2.6361756775,-1.1941099065,0
-2.5169811748,-0.782866891,0
-2.7348868959,-3.8810139286,0
2.176387036,-2.3220906431,1
0.4109409205,-0.9570851288,1
-1.6573409473,3.2158921988,0
-2.6188070029,2.4860662407,0
-2.1090279887,3.0386846807,0
-0.8480863899,-2.7399552269,1
-2.0006378719,2.2108404421,0
1.9066840026,-0.7601428285,1
1.3720600182,-0.3774466316,1
0.6530801295,0.7483139815,1
1.1350658707,-2.055247766,1
-1.974005632,0.0518112158,0
-2.0479301869,1.5099388702,0
-2.7858972663,0.8831972842,0
-2.3154388677,-1.7472001062,0
-2.3944210314,-2.5111822077,0
-0.7733132549,-3.1921621961,1
-2.9893445164,-2.2248956889,0
0.1367383171,-2.4035244013,1
-0.3403953957,-1.7412329859,1
-2.2679990087,-2.5952177521,0
-2.6049620723,0.3643941857,0
-0.0504904601,-2.9074190937,1
-2.4458765963,1.9208706437,0
